buffer_size,extract_rotation,normalize_rotation,extract_time,normalize_time,load_time,total_time
10,10,10,43.29019212722778,1.6630198955535889,43.80251431465149,88.75572633743286
10,10,1000,45.95100450515747,1.3088865280151367,0.7481000423431396,48.00799107551575
10,10,10000,44.88329195976257,1.2936220169067383,0.7713882923126221,46.948302268981934
10,1000,10,45.73079323768616,1.7059016227722168,41.79870057106018,89.23539543151855
10,1000,1000,44.20233225822449,1.6901159286499023,0.764348030090332,46.65679621696472
10,1000,10000,43.849042654037476,1.3055799007415771,0.828514814376831,45.983137369155884
10,10000,10,58.72903847694397,1.7547366619110107,42.98332762718201,103.46710276603699
10,10000,1000,128.35593175888062,1.3317112922668457,0.7553887367248535,130.44303178787231
10,10000,10000,72.8668463230133,1.35524320602417,0.8293488025665283,75.051438331604
1000,10,10,66.13671779632568,2.634714126586914,56.44459819793701,125.21603012084961
1000,10,1000,66.0644178390503,1.3632891178131104,0.821251630783081,68.24895858764648
1000,10,10000,62.32270264625549,1.6674575805664062,1.1043720245361328,65.09453225135803
1000,1000,10,165.8645145893097,1.7075905799865723,42.53790616989136,210.11001133918762
1000,1000,1000,110.98703575134277,1.3876383304595947,0.7220559120178223,113.09672999382019
1000,1000,10000,836.4536485671997,1.4835071563720703,0.9510865211486816,838.8882422447205
1000,10000,10,199.76452827453613,1.7300136089324951,42.61487531661987,244.1094172000885
1000,10000,1000,156.71761012077332,1.3646142482757568,0.7797460556030273,158.8619704246521
1000,10000,10000,116.04604053497314,1.3412597179412842,0.9663004875183105,118.35360074043274
10000,10,10,64.50184965133667,1.3793985843658447,40.319809436798096,106.20105767250061
10000,10,1000,66.72908186912537,1.3189404010772705,0.7114517688751221,68.75947403907776
10000,10,10000,68.11966753005981,1.3149831295013428,0.7616977691650391,70.1963484287262
10000,1000,10,66.71318435668945,1.6934328079223633,47.361217975616455,115.76783514022827
10000,1000,1000,64.07507705688477,1.3226330280303955,0.7048220634460449,66.1025321483612
10000,1000,10000,45.57388758659363,1.32206130027771,0.7923843860626221,47.68833327293396
10000,10000,10,45.80039691925049,1.706679105758667,43.71318030357361,91.22025632858276
10000,10000,1000,46.148579359054565,1.3275196552276611,0.7164855003356934,48.19258451461792
10000,10000,10000,46.23165845870972,1.3260562419891357,0.7618870735168457,48.3196017742157
